team_abbreviation,full_team_name,tag,region,country,country_code,rank,score,record,earnings,founded_year,game,logo_url
T1DT,Cinnabuns,T1DT,Game Changers,United States,us,540,1348.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1IS,Azzy White,Y1IS,Game Changers,Mexico,,541,1348.0,5–6,0.0,,Valorant,https://owcdn.net/img/6610f7f5bfb56.png
W1NS,DeMaCiAnS,W1NS,Game Changers,International,,542,1348.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1IH,XABARA White,W1IH,Game Changers,Malaysia,my,543,1348.0,2–4,0.0,,Valorant,https://owcdn.net/img/668b9fb91e7e6.png
X1GV,Luminescent GC,X1GV,Game Changers,United States,us,544,1348.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1P6,Levana Estrella,Y1P6,Game Changers,Singapore,sg,545,1348.0,2–4,0.0,,Valorant,https://owcdn.net/img/66c319edbd798.png
T1IV,Deception,T1IV,Game Changers,South Korea,kr,546,1348.0,0–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A19I,TeamBasH Kallisto,A19I,Game Changers,International,,547,1347.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1F8,Egresadas,M1F8,Game Changers,Chile,,548,1347.0,0–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1NW,Nyx Esports,B1NW,Game Changers,International,,550,1347.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1DQ,Voyager Esports,W1DQ,Game Changers,United States,us,551,1346.0,0–0,0.0,,Valorant,https://owcdn.net/img/60ba8c943e86f.png
W1FY,HELIOS,W1FY,Game Changers,Indonesia,id,552,1346.0,0–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1BU,SPAGCATTI,Q1BU,Game Changers,International,,553,1346.0,0–0,65.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1IY,Mizzou Esports GC,V1IY,Game Changers,United States,us,554,1346.0,1–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1NY,ACID GC,A1NY,Game Changers,International,,555,1346.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1GF,GEM DIANA,Q1GF,Game Changers,Japan,jp,556,1345.0,1–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B19S,Kitten Gaming<3,B19S,Game Changers,International,,557,1345.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y18L,Potter Posse,Y18L,Game Changers,United States,us,558,1345.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1BV,Girlie Pops,X1BV,Game Changers,International,,559,1344.0,0–0,65.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1OA,Pawjob aimers,A1OA,Game Changers,Brazil,br,560,1344.0,0–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1A5,IVC White,Q1A5,Game Changers,International,,561,1344.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1HV,PowerPuff GC,Y1HV,Game Changers,Spain,es,562,1344.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1FW,NOOBSTER ENVY,Y1FW,Game Changers,Indonesia,id,563,1344.0,4–8,0.0,,Valorant,https://owcdn.net/img/6685fd163fc55.png
M1DQ,Blahaj Huggers,M1DQ,Game Changers,United States,us,564,1343.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1GV,LazerrFreeks Ivy,B1GV,Game Changers,United States,us,565,1343.0,1–6,0.0,,Valorant,https://owcdn.net/img/65c14ba0a4d8c.png
W1NV,Fractious Esports GC,W1NV,Game Changers,International,,566,1342.0,3–7,0.0,,Valorant,https://owcdn.net/img/6799c3f254ad6.png
M1IF,HALARA,M1IF,Game Changers,International,,567,1342.0,1–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1DQ,pookie nation,T1DQ,Game Changers,United States,us,568,1342.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1GV,Thrive Vixens,T1GV,Game Changers,United States,us,569,1342.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1FZ,Autterx Zera,Q1FZ,Game Changers,International,,570,1341.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1FY,Looking for organization,B1FY,Game Changers,Philippines,ph,571,1341.0,4–8,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1IE,Return of the Ashes,V1IE,Game Changers,Argentina,,572,1341.0,8–10,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1JL,Purpose Gaming Sirens,T1JL,Game Changers,United States,us,573,1340.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1KW,FraggingFriends,T1KW,Game Changers,International,,574,1339.0,1–5,0.0,,Valorant,https://owcdn.net/img/6734796b804b6.png
A1NS,RADX E-Sports,A1NS,Game Changers,Europe,,575,1338.0,1–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1GF,NoNameRabbit,A1GF,Game Changers,Japan,jp,576,1338.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1GF,TRO Gaming Lumirize,W1GF,Game Changers,Japan,jp,577,1338.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1H2,Harmony Amethyst,Q1H2,Game Changers,United States,us,578,1338.0,0–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1NY,Catnip Crew,Q1NY,Game Changers,Europe,,579,1338.0,0–5,0.0,,Valorant,https://owcdn.net/img/67d695ba75b7a.png
W1P5,RGL Revenant,W1P5,Game Changers,International,,580,1338.0,1–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1JI,Centic Charmers,Y1JI,Game Changers,United States,us,581,1338.0,0–6,0.0,,Valorant,https://owcdn.net/img/66e25e0d15571.png
Y1K7,SJSU Frost,Y1K7,Game Changers,United States,us,582,1337.0,0–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1GA,Psycho Cats,M1GA,Game Changers,United States,us,583,1337.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1OG,NASR Ignite,W1OG,Game Changers,Europe,,584,1337.0,1–8,0.0,,Valorant,https://owcdn.net/img/61d485d346ed5.png
M1ID,Envee Sapphire GC,M1ID,Game Changers,United States,us,585,1337.0,1–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1GF,AMORIS Lykos,M1GF,Game Changers,Japan,jp,586,1336.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1P6,Lucia Vivaré,A1P6,Game Changers,International,,587,1336.0,1–5,0.0,,Valorant,https://owcdn.net/img/67cbce4f28ddf.png
W1GT,Castle Esports X,W1GT,Game Changers,International,,588,1335.0,0–3,0.0,,Valorant,https://owcdn.net/img/66a8561f6f7ea.png
Y1HR,Dark Nebula,Y1HR,Game Changers,Qatar,,589,1335.0,1–7,0.0,,Valorant,https://owcdn.net/img/6627e63278662.png
B1HR,Toxic,B1HR,Game Changers,International,,590,1335.0,4–9,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1IC,Pixy Chixs,B1IC,Game Changers,United States,us,591,1335.0,0–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1GB,SRVR x PERLAS,Z1GB,Game Changers,United States,us,592,1335.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1DR,AST Luminescent,Y1DR,Game Changers,United States,us,593,1335.0,1–2,0.0,,Valorant,https://owcdn.net/img/65c455a4f17a1.png
Z1IG,RGL Scarlet,Z1IG,Game Changers,Malaysia,my,594,1335.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1IH,Lucia Enigma,T1IH,Game Changers,Malaysia,my,595,1334.0,1–5,0.0,,Valorant,https://owcdn.net/img/674fb0b49414b.png
V1IS,NovaCrew GC,V1IS,Game Changers,Mexico,,596,1333.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1HZ,Pocket Prowlers,Q1HZ,Game Changers,Europe,,597,1333.0,1–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1FX,Flare Demons,T1FX,Game Changers,Philippines,ph,598,1332.0,0–4,0.0,,Valorant,https://owcdn.net/img/6603bb4493375.png
T1IE,Dreamstation,T1IE,Game Changers,United States,us,599,1331.0,0–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1H0,VLG X,Z1H0,Game Changers,Australia,au,600,1330.0,2–7,33.0,,Valorant,https://owcdn.net/img/664a7ec24e5d5.png
T1II,VOLCANIC LADY E-SPORT,T1II,Game Changers,International,,601,1330.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T19Z,Majesty Maidens,T19Z,Game Changers,Egypt,,602,1329.0,0–0,0.0,,Valorant,https://owcdn.net/img/5fac00bed806f.png
M1NX,NO Offense Valkyries,M1NX,Game Changers,International,,603,1329.0,1–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1FL,Underground Aura,T1FL,Game Changers,International,,604,1329.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1HR,FOG Vortex,A1HR,Game Changers,Saudi Arabia,,605,1328.0,1–8,0.0,,Valorant,https://owcdn.net/img/6660feb7ef939.png
X1FF,Infiriumz Gaming GC,X1FF,Game Changers,Mexico,,606,1328.0,9–12,0.0,,Valorant,https://owcdn.net/img/66441ff32aa77.png
Y1NW,DayLight Lyra,Y1NW,Game Changers,France,fr,607,1327.0,0–6,0.0,,Valorant,https://owcdn.net/img/67abf7926e1da.png
B1NL,Empire Redux GC,B1NL,Game Changers,United States,us,608,1324.0,0–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1B8,Aquila,X1B8,Game Changers,United States,us,609,1323.0,0–4,0.0,,Valorant,https://owcdn.net/img/67c1267cdd3b1.png
Q1I3,ViBe,Q1I3,Game Changers,Australia,au,610,1322.0,0–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1DR,Tea Guzzlers,T1DR,Game Changers,United States,us,611,1321.0,0–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1P0,BF Esports,X1P0,Game Changers,International,,612,1319.0,0–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1PA,APU IVY,Y1PA,Game Changers,International,,613,1316.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1KW,Bazook GC,W1KW,Game Changers,France,fr,614,1316.0,3–11,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q18N,Filet Minions,Q18N,Game Changers,United States,us,615,1316.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1KW,BM Sakura,V1KW,Game Changers,International,,616,1315.0,0–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1BU,Indecisive,V1BU,Game Changers,International,,617,1308.0,0–0,65.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1F7,KitsuneG eSports,Z1F7,Game Changers,Mexico,,618,1308.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1GZ,FLUX GC,V1GZ,Game Changers,Australia,au,619,1305.0,1–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1PA,Kae'Vi Violynx,X1PA,Game Changers,International,,620,1304.0,0–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1KX,The Vicious Nova,X1KX,Game Changers,Saudi Arabia,,621,1302.0,0–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1G5,PRISMATIC EVOLUTION,T1G5,Game Changers,El Salvador,,622,1299.0,4–9,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q164,LionsCreed,Q164,Game Changers,Europe,,623,1298.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1HX,Playbay X VISION SYNC,A1HX,Game Changers,Germany,de,624,1294.0,0–8,0.0,,Valorant,https://owcdn.net/img/666754957b83c.png
B1P9,FINIX CELESTIA,B1P9,Game Changers,International,,625,1291.0,0–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q19Y,Fury White,Q19Y,Game Changers,Oman,,626,1287.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1G5,Krows Corax,Q1G5,Game Changers,Argentina,,627,1281.0,1–8,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M17B,Checkmates,M17B,Game Changers,Morocco,,628,1278.0,3–5,200.0,,Valorant,https://owcdn.net/img/645ad721b86df.png
Y1DS,fish with no eye,Y1DS,Game Changers,United States,us,629,1276.0,0–9,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1HR,FATE Esports Flare,V1HR,Game Changers,Jordan,,630,1274.0,1–13,0.0,,Valorant,https://owcdn.net/img/63b9280f903b0.png
B1FX,Hiraya Manawari,B1FX,Game Changers,Philippines,ph,631,1269.0,2–12,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1FL,Dragons Esports Women,Y1FL,Game Changers,Saudi Arabia,,632,1268.0,1–15,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y19Z,CSH Esports White,Y19Z,Game Changers,Tunisia,,633,1262.0,2–11,0.0,,Valorant,https://owcdn.net/img/6661037fe91b4.png
MZJ,UST Esports,MZJ,Collegiate,United States,us,2,2000.0,17–4,17625.0,,Valorant,https://owcdn.net/img/636dafd3a1796.png
QZF,SFU Pink,QZF,Collegiate,Canada,ca,6,1861.0,6–4,11000.0,,Valorant,https://owcdn.net/img/63dc7df47d63d.png
XZC,SJSU Blue,XZC,Collegiate,United States,us,9,1841.0,4–6,8000.0,,Valorant,https://owcdn.net/img/636d5918e8554.png
MZ4,UBC Esports,MZ4,Collegiate,Canada,ca,10,1806.0,0–0,4750.0,,Valorant,https://owcdn.net/img/637bec2c5158b.png
MZE,UCR Blue,MZE,Collegiate,United States,us,13,1787.0,0–0,2750.0,,Valorant,https://owcdn.net/img/636db0d81c566.png
MZO,Stony Brook Red,MZO,Collegiate,United States,us,14,1782.0,0–0,2250.0,,Valorant,https://owcdn.net/img/638bf3e841837.png
ZZJ,CSUF Orange,ZZJ,Collegiate,United States,us,15,1779.0,7–3,3750.0,,Valorant,https://owcdn.net/img/637beaa354e25.png
TZG,CPP Black,TZG,Collegiate,United States,us,19,1753.0,0–0,4000.0,,Valorant,https://owcdn.net/img/637d4ea315069.png
YZ9,uOttawa Garnet,YZ9,Collegiate,Canada,ca,21,1749.0,1–1,2875.0,,Valorant,https://owcdn.net/img/636c5ba5cbb7a.png
B1KY,Made in Bandung Widyatama x Binus,B1KY,Collegiate,Indonesia,id,22,1741.0,5–0,945.0,,Valorant,https://owcdn.net/img/673d6eac80231.png
T11I,University of Virginia,T11I,Collegiate,United States,us,23,1740.0,7–5,3875.0,,Valorant,https://owcdn.net/img/663e51957374c.png
VZF,UCSC Gold,VZF,Collegiate,United States,us,24,1739.0,0–0,750.0,,Valorant,https://owcdn.net/img/636d5466bc7cb.png
QZE,CGC UIC,QZE,Collegiate,United States,us,25,1736.0,0–0,1500.0,,Valorant,https://owcdn.net/img/636c616163755.png
YZ8,UCF Knights,YZ8,Collegiate,United States,us,26,1731.0,0–0,0.0,,Valorant,https://owcdn.net/img/636d527ce1171.png
YZF,UAESA Green,YZF,Collegiate,Canada,ca,27,1731.0,0–0,3250.0,,Valorant,https://owcdn.net/img/61f3ddd29e55a.png
B1GL,Closet Grinders,B1GL,Collegiate,United States,us,28,1728.0,3–2,750.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q10L,UL eSports,Q10L,Collegiate,Ireland,,29,1728.0,0–0,208.0,,Valorant,https://owcdn.net/img/6386755d544ad.png
B1A7,Ball State,B1A7,Collegiate,United States,us,30,1724.0,6–5,1750.0,,Valorant,https://owcdn.net/img/6519bdbb8d291.png
VZD,LG Orange,VZD,Collegiate,United States,us,31,1724.0,7–5,4750.0,,Valorant,https://owcdn.net/img/64aef7dd0a1da.png
Z1GM,LBR,Z1GM,Collegiate,United States,us,32,1723.0,3–2,1000.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
TU5,UWaterloo Gold,TU5,Collegiate,Canada,ca,33,1721.0,1–1,3000.0,,Valorant,https://owcdn.net/img/636ee7fde12b6.png
TZ1,ASU Maroon,TZ1,Collegiate,United States,us,34,1719.0,2–2,3000.0,,Valorant,https://owcdn.net/img/636c6282de780.png
W1C0,El Camino College,W1C0,Collegiate,United States,us,35,1719.0,0–0,750.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
AZ2,UH Premiere,AZ2,Collegiate,United States,us,37,1717.0,0–0,2625.0,,Valorant,https://owcdn.net/img/636d5d1c5e899.png
Q11I,TMU Blue,Q11I,Collegiate,Canada,ca,38,1715.0,5–4,3250.0,,Valorant,https://owcdn.net/img/63ff9e4a0acd7.png
A16N,UTM White,A16N,Collegiate,Canada,ca,40,1714.0,0–0,0.0,,Valorant,https://owcdn.net/img/643f2aad50095.png
QSO,Esports at UCD Gold,QSO,Collegiate,United States,us,41,1712.0,1–1,500.0,,Valorant,https://owcdn.net/img/636c57c8eb886.png
W1LS,SPARKO AND THE GANG BINUS,W1LS,Collegiate,Indonesia,id,42,1712.0,3–1,236.0,,Valorant,https://owcdn.net/img/67360461e2840.png
B14Z,How To Win,B14Z,Collegiate,Thailand,th,44,1709.0,0–0,116.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1C0,CSULB Black,A1C0,Collegiate,International,,46,1705.0,3–1,1250.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
WZ4,CSULB Gold,WZ4,Collegiate,United States,us,47,1704.0,3–2,2250.0,,Valorant,https://owcdn.net/img/63979ecb96cae.png
QZG,Indiana Hoosiers,QZG,Collegiate,United States,us,48,1704.0,3–3,3500.0,,Valorant,https://owcdn.net/img/636c587819626.png
M170,Owls UPC,M170,Collegiate,International,,49,1703.0,0–0,3315.0,,Valorant,https://owcdn.net/img/6452af7449261.png
T1MJ,Fisher Navy,T1MJ,Collegiate,United States,us,50,1700.0,1–2,0.0,,Valorant,https://owcdn.net/img/63b525814a4ef.png
MZ9,BSC Bobcats VA,MZ9,Collegiate,United States,us,51,1700.0,0–0,500.0,,Valorant,https://owcdn.net/img/636d541ff423e.png
M1A7,St. Clair Saints Academy,M1A7,Collegiate,Canada,ca,52,1696.0,0–1,1500.0,,Valorant,https://owcdn.net/img/63b664293df3e.png
Z171,Knights URJC,Z171,Collegiate,International,,53,1696.0,0–0,1657.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1C2,Tiffin University,B1C2,Collegiate,United States,us,54,1695.0,1–1,0.0,,Valorant,https://owcdn.net/img/655c28a067b2b.png
W11I,TAMU White,W11I,Collegiate,United States,us,55,1694.0,1–1,2000.0,,Valorant,https://owcdn.net/img/64c2d272558b6.png
M1LR,Petra Esports Alpha,M1LR,Collegiate,Indonesia,id,56,1694.0,2–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1LR,Untarian Nerds,Q1LR,Collegiate,Indonesia,id,57,1694.0,2–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W13Y,OSU Varsity,W13Y,Collegiate,United States,us,58,1692.0,0–0,500.0,,Valorant,https://owcdn.net/img/63e5cac08bb4d.png
YZE,Carleton Ravens,YZE,Collegiate,Canada,ca,59,1691.0,1–1,3550.0,,Valorant,https://owcdn.net/img/636c63299aeaa.png
WZC,GMU Patriots,WZC,Collegiate,United States,us,60,1691.0,0–0,0.0,,Valorant,https://owcdn.net/img/636c5a7a71367.png
TZP,Montclair State Red,TZP,Collegiate,United States,us,61,1691.0,0–0,0.0,,Valorant,https://owcdn.net/img/643f33dadebd9.png
QZ7,UGA Black,QZ7,Collegiate,United States,us,62,1691.0,0–0,0.0,,Valorant,https://owcdn.net/img/63712e172919e.png
A176,Carleton Female,A176,Collegiate,Canada,ca,63,1688.0,0–0,450.0,,Valorant,https://owcdn.net/img/636c63299aeaa.png
Z16N,NOVA Nighthawks,Z16N,Collegiate,United States,us,64,1687.0,0–0,0.0,,Valorant,https://owcdn.net/img/66df493a60d17.png
WZA,Buffalo,WZA,Collegiate,International,,65,1686.0,0–0,0.0,,Valorant,https://owcdn.net/img/643f3501a114a.png
M19U,Converse NBG,M19U,Collegiate,United States,us,66,1685.0,0–1,1000.0,,Valorant,https://owcdn.net/img/63712d16b27e2.png
M142,Columbia College,M142,Collegiate,United States,us,68,1682.0,3–3,2250.0,,Valorant,https://owcdn.net/img/642437560fcab.png
QZ1,UMBC Black,QZ1,Collegiate,United States,us,69,1682.0,0–0,0.0,,Valorant,https://owcdn.net/img/63cfcec55d88a.png
T1FN,Illini Esports Orange,T1FN,Collegiate,United States,us,70,1680.0,1–1,0.0,,Valorant,https://owcdn.net/img/636c893e4a9ff.png
V1FN,Davenport University,V1FN,Collegiate,United States,us,71,1679.0,0–1,0.0,,Valorant,https://owcdn.net/img/636c67c3db26e.png
AZO,University of Windsor,AZO,Collegiate,Canada,ca,73,1679.0,0–0,0.0,,Valorant,https://owcdn.net/img/637e7dc892c64.png
Y1C3,UF Blue,Y1C3,Collegiate,United States,us,74,1678.0,1–1,0.0,,Valorant,https://owcdn.net/img/6553aa34adfcf.png
A1C3,TAMU Black,A1C3,Collegiate,United States,us,75,1677.0,0–0,500.0,,Valorant,https://owcdn.net/img/64c2d272558b6.png
Q13T,SDSU Black,Q13T,Collegiate,United States,us,76,1677.0,2–3,2250.0,,Valorant,https://owcdn.net/img/643fc18077771.png
WZ1,UMD Premier,WZ1,Collegiate,United States,us,77,1676.0,0–0,2500.0,,Valorant,https://owcdn.net/img/636c1d93247a5.png
ZZO,TAMU Century,ZZO,Collegiate,United States,us,78,1675.0,0–0,0.0,,Valorant,https://owcdn.net/img/64c2d272558b6.png
XZG,UCR Gold,XZG,Collegiate,United States,us,79,1675.0,0–0,1000.0,,Valorant,https://owcdn.net/img/636db09b2c7ab.png
W1BZ,Clarke Pride,W1BZ,Collegiate,United States,us,80,1675.0,0–0,0.0,,Valorant,https://owcdn.net/img/6424389e0a17c.png
B1EP,UCSB Gold,B1EP,Collegiate,United States,us,81,1675.0,0–1,0.0,,Valorant,https://owcdn.net/img/63e7eb246e03e.png
A1C2,NC State Red,A1C2,Collegiate,International,,82,1674.0,1–1,0.0,,Valorant,https://owcdn.net/img/643f35abe671a.png
Y13Y,SFU Black,Y13Y,Collegiate,Canada,ca,83,1673.0,0–0,0.0,,Valorant,https://owcdn.net/img/636db03254e92.png
QZ4,WSU Crimson,QZ4,Collegiate,United States,us,84,1671.0,0–0,0.0,,Valorant,https://owcdn.net/img/636d556559baa.png
MZA,USF Gold,MZA,Collegiate,United States,us,85,1669.0,0–0,0.0,,Valorant,https://owcdn.net/img/64323d3ac9e61.png
M15S,Scarlet Knights Royal,M15S,Collegiate,United States,us,86,1669.0,0–0,0.0,,Valorant,https://owcdn.net/img/636db846057c1.png
Z1C3,PSU Black,Z1C3,Collegiate,United States,us,87,1669.0,1–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1BQ,Purdue Northwest,B1BQ,Collegiate,United States,us,88,1668.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
AZQ,CeSU Black,AZQ,Collegiate,Canada,ca,89,1668.0,0–0,0.0,,Valorant,https://owcdn.net/img/642e98ef1126f.png	
BZB,UWF Blue,BZB,Collegiate,United States,us,90,1668.0,0–0,0.0,,Valorant,https://owcdn.net/img/6440581d783c3.png
M13S,OSU Scarlet,M13S,Collegiate,United States,us,91,1667.0,0–0,0.0,,Valorant,https://owcdn.net/img/641fc526f32f2.png
Z1C2,James Madison University,Z1C2,Collegiate,United States,us,93,1665.0,0–2,0.0,,Valorant,https://owcdn.net/img/64323b6e6f16b.png
M1C0,IVC Blue,M1C0,Collegiate,United States,us,94,1665.0,1–3,1500.0,,Valorant,https://owcdn.net/img/643fc1b53f0f4.png
Z1C1,UCLA Esports,Z1C1,Collegiate,United States,us,95,1663.0,0–0,0.0,,Valorant,https://owcdn.net/img/64405b4c1c94e.png
Y13U,TXST Esports,Y13U,Collegiate,United States,us,96,1663.0,0–0,500.0,,Valorant,https://owcdn.net/img/63e8880adc7f3.png
XZE,Laurier Golden Hawks,XZE,Collegiate,Canada,ca,97,1659.0,0–0,500.0,,Valorant,https://owcdn.net/img/64243b49ddab4.png
A1A1,Fisher Ultra,A1A1,Collegiate,United States,us,98,1658.0,0–1,0.0,,Valorant,https://owcdn.net/img/63b525814a4ef.png
Q13Z,VVT Premier,Q13Z,Collegiate,United States,us,99,1658.0,0–0,0.0,,Valorant,https://owcdn.net/img/67a2fa619e363.png
ZZP,University of Guelph,ZZP,Collegiate,Canada,ca,100,1657.0,0–0,0.0,,Valorant,https://owcdn.net/img/67d09d64f177e.png
X140,UTD Green,X140,Collegiate,United States,us,101,1656.0,0–0,0.0,,Valorant,https://owcdn.net/img/636c5c0f7ca10.png
WZG,USC Cardinal,WZG,Collegiate,United States,us,102,1654.0,0–1,1000.0,,Valorant,https://owcdn.net/img/636c5be25f886.png
V11I,CPP White,V11I,Collegiate,United States,us,103,1653.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1GK,Pace University,X1GK,Collegiate,United States,us,104,1652.0,1–4,0.0,,Valorant,https://owcdn.net/img/662472e98c784.png
W1BW,DAC Gold,W1BW,Collegiate,International,,105,1652.0,1–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V15Q,UW-Stout Blue Devils,V15Q,Collegiate,United States,us,106,1651.0,1–2,0.0,,Valorant,https://owcdn.net/img/642439dc25c8e.png
Q15Q,Queen's Gaels,Q15Q,Collegiate,Canada,ca,107,1651.0,0–0,0.0,,Valorant,https://owcdn.net/img/6424372d2e4f7.png
B1CC,BubatzBuben,B1CC,Collegiate,Germany,de,108,1651.0,0–0,0.0,,Valorant,https://owcdn.net/img/6397259bb1015.png
XZF,Waveridahs UH,XZF,Collegiate,United States,us,110,1651.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z13Z,ODU Monarchs,Z13Z,Collegiate,United States,us,111,1649.0,0–0,0.0,,Valorant,https://owcdn.net/img/636d80a9cb1f6.png
BZN,UNO Black,BZN,Collegiate,United States,us,112,1649.0,0–0,0.0,,Valorant,https://owcdn.net/img/643f383b7c977.png
Y1C0,Esports at UCD Blue,Y1C0,Collegiate,United States,us,113,1647.0,0–1,500.0,,Valorant,https://owcdn.net/img/655552f8d8f52.png
